freq_hz,level_dbuv
18379.486,41.606
18416.806,43.814
18454.201,44.215
18491.672,42.871
18529.219,42.866
18566.843,42.917
18604.543,41.096
18642.319,42.234
18680.172,42.219
18718.102,43.069
18756.110,44.049
18794.194,40.748
18832.355,42.235
18870.594,44.798
18908.911,41.231
18947.306,41.098
18985.778,42.730
19024.329,43.750
19062.958,42.411
19101.665,44.512
19140.451,43.749
19179.315,43.718
19218.259,43.251
19257.282,46.081
19296.383,42.022
19335.565,39.137
19374.825,44.903
19414.166,41.597
19453.586,42.495
19493.087,44.410
19532.668,39.744
19572.329,40.298
19612.070,39.732
19651.892,41.016
19691.796,42.983
19731.780,43.111
19771.845,42.708
19811.992,39.998
19852.220,38.555
19892.530,42.331
19932.922,41.483
19973.395,42.965
20013.951,43.346
20054.590,42.437
20095.310,43.425
20136.114,42.569
20177.000,43.043
20217.970,41.061
20259.022,41.894
20300.158,42.489
20341.377,43.480
20382.681,41.530
20424.068,42.987
20465.539,41.720
20507.094,41.951
20548.733,43.459
20590.458,38.936
20632.266,40.043
20674.160,39.739
20716.139,38.370
20758.203,41.011
20800.353,43.288
20842.588,41.627
20884.908,42.392
20927.315,43.811
20969.808,44.185
21012.387,41.944
21055.053,44.213
21097.805,42.187
21140.644,40.693
21183.570,41.075
21226.583,39.650
21269.684,40.591
21312.872,41.432
21356.148,43.283
21399.511,44.744
21442.963,39.772
21486.503,42.605
21530.131,40.305
21573.848,42.722
21617.654,41.746
21661.548,39.019
21705.532,43.427
21749.605,40.966
21793.768,41.073
21838.020,40.209
21882.362,40.866
21926.794,42.591
21971.316,41.596
22015.929,42.418
22060.632,42.464
22105.426,43.991
22150.311,41.322
22195.287,39.501
22240.355,43.564
22285.514,41.319
22330.765,43.626
22376.107,42.449
22421.542,41.619
22467.069,42.380
22512.688,44.936
22558.400,45.131
22604.205,41.911
22650.103,42.050
22696.094,43.508
22742.178,40.426
22788.356,42.305
22834.628,41.724
22880.993,42.260
22927.453,40.418
22974.007,39.201
23020.656,38.420
23067.399,39.942
23114.238,40.989
23161.171,41.247
23208.200,44.808
23255.324,43.471
23302.544,40.155
23349.860,42.244
23397.271,41.029
23444.779,41.219
23492.384,41.963
23540.085,42.650
23587.883,41.110
23635.779,43.348
23683.771,39.811
23731.861,41.641
23780.048,45.781
23828.334,41.974
23876.717,43.903
23925.199,41.750
23973.779,42.525
24022.457,41.498
24071.235,41.309
24120.112,40.328
24169.087,42.256
24218.163,40.198
24267.338,42.619
24316.612,43.283
24365.987,42.126
24415.462,41.075
24465.038,42.252
24514.714,41.025
24564.491,43.008
24614.369,38.574
24664.349,40.960
24714.430,38.305
24764.612,39.091
24814.897,43.658
24865.283,42.901
24915.772,40.311
24966.364,39.051
25017.058,36.705
25067.855,40.571
25118.755,45.307
25169.759,42.123
25220.866,40.525
25272.077,42.157
25323.392,38.908
25374.811,40.923
25426.334,41.551
25477.962,41.247
25529.695,42.643
25581.533,41.922
25633.476,42.433
25685.525,40.255
25737.680,42.786
25789.940,43.949
25842.306,39.783
25894.779,39.908
25947.358,43.458
26000.044,41.008
26052.837,43.553
26105.738,40.592
26158.745,43.621
26211.860,41.496
26265.084,41.692
26318.415,43.775
26371.854,40.686
26425.402,39.752
26479.059,40.533
26532.825,41.967
26586.700,38.731
26640.684,42.250
26694.778,40.360
26748.981,43.052
26803.295,37.378
26857.719,39.943
26912.254,38.496
26966.899,39.865
27021.655,41.577
27076.523,40.886
27131.501,40.761
27186.592,40.904
27241.794,41.477
27297.109,39.531
27352.535,42.269
27408.075,42.191
27463.727,41.740
27519.492,42.007
27575.370,41.584
27631.362,44.359
27687.467,40.956
27743.686,40.597
27800.020,39.876
27856.468,39.423
27913.030,39.076
27969.708,39.638
28026.500,40.940
28083.408,41.581
28140.431,41.121
28197.570,39.807
28254.825,42.465
28312.197,42.201
28369.684,40.756
28427.289,39.959
28485.011,41.874
28542.849,41.291
28600.806,38.666
28658.879,40.867
28717.071,41.388
28775.381,39.522
28833.809,41.258
28892.356,38.620
28951.022,43.079
29009.807,42.930
29068.712,40.523
29127.736,41.501
29186.879,37.057
29246.143,39.055
29305.528,40.428
29365.032,39.176
29424.658,42.027
29484.405,44.073
29544.273,38.988
29604.262,39.523
29664.374,41.233
29724.607,43.427
29784.963,38.886
29845.441,41.233
29906.042,43.742
29966.766,38.178
30027.614,38.764
30088.585,40.129
30149.680,39.967
30210.899,42.093
30272.242,41.172
30333.709,37.939
30395.302,41.596
30457.020,39.840
30518.862,42.797
30580.831,39.746
30642.925,39.725
30705.146,41.602
30767.492,41.950
30829.966,41.439
30892.566,38.018
30955.293,41.569
31018.148,39.046
31081.130,41.070
31144.240,38.409
31207.479,41.394
31270.845,39.382
31334.341,38.614
31397.965,41.801
31461.718,41.038
31525.601,39.662
31589.614,42.959
31653.757,39.925
31718.030,40.675
31782.433,41.047
31846.967,39.618
31911.632,41.356
31976.429,39.742
32041.357,39.930
32106.417,42.761
32171.609,38.909
32236.933,36.707
32302.390,43.138
32367.980,44.632
32433.703,39.898
32499.560,37.440
32565.550,40.035
32631.674,40.067
32697.933,40.214
32764.326,38.729
32830.854,41.431
32897.517,41.336
32964.315,38.099
33031.249,41.601
33098.319,43.760
33165.525,40.744
33232.868,39.922
33300.347,40.227
33367.963,41.432
33435.717,37.671
33503.608,40.696
33571.637,39.801
33639.804,43.376
33708.110,40.133
33776.554,43.074
33845.137,38.632
33913.860,41.331
33982.722,40.895
34051.723,38.986
34120.865,40.654
34190.148,42.303
34259.571,39.838
34329.135,37.641
34398.840,40.313
34468.687,38.891
34538.675,39.780
34608.806,40.190
34679.079,37.584
34749.495,37.721
34820.054,41.071
34890.756,39.456
34961.601,36.182
35032.591,41.534
35103.724,40.707
35175.002,39.122
35246.425,38.150
35317.993,41.587
35389.706,40.802
35461.565,44.048
35533.569,40.901
35605.720,40.842
35678.018,39.948
35750.462,41.515
35823.053,41.201
35895.792,42.196
35968.678,39.352
36041.712,39.483
36114.895,39.406
36188.226,41.431
36261.706,42.556
36335.336,39.417
36409.114,39.465
36483.043,40.640
36557.122,39.737
36631.351,41.646
36705.731,36.513
36780.262,38.786
36854.944,38.850
36929.778,36.382
37004.764,38.546
37079.902,38.617
37155.192,39.752
37230.636,41.847
37306.233,39.668
37381.983,38.403
37457.887,39.954
37533.945,41.717
37610.158,38.470
37686.525,38.568
37763.047,40.911
37839.725,39.656
37916.559,41.039
37993.548,39.974
38070.694,41.112
38147.996,38.326
38225.456,39.956
38303.073,39.631
38380.847,38.016
38458.779,37.452
38536.870,41.044
38615.119,39.378
38693.527,38.297
38772.094,39.772
38850.820,41.724
38929.707,36.263
39008.753,37.510
39087.961,38.421
39167.329,42.228
39246.858,40.336
39326.549,41.104
39406.401,38.045
39486.416,38.071
39566.593,40.572
39646.933,39.942
39727.436,40.719
39808.102,39.534
39888.932,40.272
39969.927,40.073
40051.086,41.057
40132.409,41.097
40213.898,37.207
40295.552,36.196
40377.372,41.388
40459.358,41.678
40541.511,38.138
40623.830,36.788
40706.317,39.915
40788.971,41.239
40871.793,42.619
40954.783,40.562
41037.942,39.134
41121.269,38.292
41204.766,39.733
41288.432,39.228
41372.268,38.076
41456.274,42.971
41540.451,42.542
41624.799,41.497
41709.318,38.199
41794.009,41.033
41878.871,40.681
41963.906,40.359
42049.114,41.643
42134.495,40.653
42220.049,40.814
42305.776,40.642
42391.678,40.161
42477.754,36.755
42564.005,39.735
42650.431,38.705
42737.033,37.540
42823.811,42.271
42910.764,42.340
42997.894,41.741
43085.202,39.968
43172.686,41.713
43260.348,39.565
43348.188,39.863
43436.206,37.782
43524.404,40.159
43612.780,39.614
43701.335,37.426
43790.071,39.421
43878.987,39.368
43968.083,42.365
44057.360,40.913
44146.818,39.493
44236.458,39.866
44326.280,39.531
44416.285,39.129
44506.472,37.715
44596.842,39.198
44687.396,38.239
44778.134,37.425
44869.055,40.236
44960.162,40.037
45051.453,36.546
45142.930,39.201
45234.593,40.983
45326.442,41.078
45418.477,41.017
45510.699,39.431
45603.108,38.010
45695.705,37.621
45788.490,39.899
45881.464,39.948
45974.626,41.394
46067.978,41.087
46161.518,39.108
46255.249,37.322
46349.170,38.795
46443.282,39.646
46537.585,38.968
46632.080,38.360
46726.766,39.682
46821.645,38.464
46916.716,38.258
47011.980,39.755
47107.438,38.606
47203.090,39.633
47298.935,39.672
47394.976,37.405
47491.211,38.451
47587.642,41.514
47684.269,37.348
47781.091,35.813
47878.111,36.214
47975.327,39.232
48072.741,39.228
48170.352,38.984
48268.162,41.107
48366.171,34.881
48464.378,39.784
48562.785,41.642
48661.392,37.332
48760.198,38.522
48859.206,37.918
48958.414,37.684
49057.824,38.586
49157.436,41.385
49257.250,42.034
49357.267,38.550
49457.487,42.128
49557.910,39.130
49658.537,41.872
49759.369,38.910
49860.405,39.262
49961.647,39.630
50063.094,44.124
50164.747,40.393
50266.606,37.892
50368.672,40.567
50470.946,38.431
50573.427,38.219
50676.116,40.449
50779.014,39.038
50882.121,39.427
50985.437,38.997
51088.962,39.506
51192.698,39.640
51296.645,35.854
51400.803,40.013
51505.172,37.368
51609.753,36.624
51714.547,38.832
51819.553,39.052
51924.772,37.801
52030.206,40.234
52135.853,36.749
52241.714,38.239
52347.791,37.947
52454.083,38.801
52560.591,39.315
52667.315,37.249
52774.256,40.013
52881.414,38.948
52988.790,35.813
53096.383,35.700
53204.195,38.807
53312.226,38.466
53420.477,38.647
53528.947,38.760
53637.637,39.159
53746.549,40.307
53855.681,37.006
53965.035,36.902
54074.610,37.021
54184.409,39.225
54294.430,40.748
54404.675,38.059
54515.143,34.739
54625.836,36.008
54736.754,37.395
54847.897,37.828
54959.265,38.060
55070.860,38.768
55182.681,38.201
55294.730,40.371
55407.005,37.604
55519.509,37.299
55632.242,39.438
55745.203,36.207
55858.393,39.281
55971.814,38.814
56085.464,38.407
56199.346,41.177
56313.458,37.634
56427.803,41.918
56542.379,38.254
56657.188,36.565
56772.231,38.713
56887.506,36.872
57003.016,37.384
57118.761,39.215
57234.740,39.462
57350.955,37.570
57467.406,40.138
57584.094,40.404
57701.018,40.843
57818.180,39.384
57935.580,40.712
58053.218,35.514
58171.095,38.008
58289.211,37.122
58407.567,38.693
58526.164,37.581
58645.001,38.222
58764.079,41.493
58883.400,38.202
59002.962,39.129
59122.768,38.088
59242.816,38.574
59363.109,38.455
59483.645,39.156
59604.427,40.296
59725.453,41.060
59846.726,38.913
59968.245,39.354
60090.010,36.562
60212.023,38.256
60334.283,39.894
60456.792,39.768
60579.549,38.714
60702.556,39.787
60825.812,39.146
60949.319,40.275
61073.076,38.810
61197.085,37.771
61321.345,38.870
61445.858,33.637
61570.624,38.932
61695.643,32.474
61820.916,35.547
61946.443,39.021
62072.225,39.055
62198.263,36.424
62324.556,37.137
62451.106,40.462
62577.913,37.488
62704.977,41.844
62832.299,38.245
62959.880,38.894
63087.720,40.821
63215.820,38.437
63344.179,36.617
63472.800,38.038
63601.681,38.149
63730.824,36.016
63860.229,37.783
63989.897,36.998
64119.829,39.657
64250.024,38.226
64380.483,37.711
64511.208,37.987
64642.198,38.507
64773.454,39.130
64904.976,36.536
65036.765,36.462
65168.822,39.889
65301.147,37.455
65433.741,35.841
65566.604,38.811
65699.737,38.835
65833.140,35.637
65966.814,38.447
66100.760,39.249
66234.977,38.664
66369.467,39.069
66504.230,35.804
66639.267,38.574
66774.578,37.553
66910.164,37.258
67046.025,39.416
67182.161,40.383
67318.575,40.880
67455.265,40.106
67592.233,37.819
67729.478,38.552
67867.003,39.208
68004.807,38.168
68142.890,38.176
68281.254,39.278
68419.899,37.858
68558.826,36.779
68698.034,37.275
68837.526,38.946
68977.300,37.929
69117.358,38.462
69257.701,38.982
69398.328,37.303
69539.242,39.106
69680.441,38.495
69821.927,35.906
69963.700,40.183
70105.761,37.067
70248.111,35.213
70390.750,36.182
70533.678,36.213
70676.896,37.923
70820.406,37.395
70964.206,37.287
71108.299,38.810
71252.684,38.355
71397.363,38.310
71542.335,38.453
71687.601,38.776
71833.163,34.411
71979.020,37.193
72125.173,34.281
72271.623,37.820
72418.371,37.748
72565.416,39.421
72712.760,39.641
72860.403,38.058
73008.346,36.926
73156.589,38.496
73305.133,36.868
73453.979,37.704
73603.127,39.277
73752.578,36.799
73902.333,38.974
74052.391,38.761
74202.755,36.143
74353.423,39.222
74504.398,38.774
74655.679,37.813
74807.267,36.423
74959.163,36.261
75111.367,36.768
75263.881,38.489
75416.704,36.085
75569.837,38.307
75723.282,35.613
75877.038,37.267
76031.106,37.761
76185.487,41.491
76340.181,35.368
76495.190,39.920
76650.513,37.798
76806.152,38.209
76962.107,37.733
77118.378,38.248
77274.967,37.284
77431.873,39.849
77589.098,36.785
77746.643,39.320
77904.507,36.470
78062.692,37.398
78221.198,35.772
78380.026,38.208
78539.177,39.785
78698.651,37.342
78858.448,37.144
79018.570,35.669
79179.017,37.078
79339.790,34.890
79500.889,35.970
79662.315,37.787
79824.070,39.527
79986.152,41.905
80148.564,36.464
80311.305,39.692
80474.377,37.779
80637.780,37.140
80801.515,38.067
80965.582,37.467
81129.983,37.537
81294.717,36.700
81459.786,35.109
81625.190,34.870
81790.930,38.377
81957.006,36.883
82123.419,36.364
82290.171,37.325
82457.261,38.576
82624.690,37.586
82792.459,36.240
82960.569,39.245
83129.020,39.803
83297.814,38.060
83466.950,38.820
83636.429,39.242
83806.253,39.056
83976.421,38.223
84146.935,38.191
84317.795,38.058
84489.002,35.464
84660.557,38.334
84832.460,35.036
85004.712,35.927
85177.314,39.277
85350.267,38.529
85523.570,39.557
85697.226,36.736
85871.234,35.320
86045.595,36.771
86220.310,37.312
86395.381,37.268
86570.806,38.949
86746.588,36.550
86922.727,37.684
87099.223,35.532
87276.078,37.827
87453.292,37.105
87630.866,35.893
87808.800,36.708
87987.095,36.784
88165.753,36.639
88344.773,39.899
88524.157,36.900
88703.905,36.660
88884.018,33.687
89064.497,35.606
89245.342,36.608
89426.555,35.925
89608.135,39.226
89790.084,36.744
89972.403,39.063
90155.092,37.093
90338.152,37.047
90521.583,36.838
90705.387,36.979
90889.564,39.716
91074.115,33.247
91259.041,33.749
91444.342,36.076
91630.020,36.961
91816.074,38.035
92002.506,37.680
92189.317,36.302
92376.508,38.540
92564.078,38.551
92752.029,37.190
92940.362,38.429
93129.077,37.317
93318.175,35.976
93507.658,37.984
93697.525,37.037
93887.777,36.855
94078.416,39.203
94269.442,32.918
94460.856,34.564
94652.659,34.926
94844.851,36.237
95037.433,36.403
95230.406,34.392
95423.772,35.220
95617.529,35.412
95811.681,40.714
96006.226,39.658
96201.166,36.110
96396.503,36.180
96592.236,34.916
96788.366,33.694
96984.894,36.553
97181.822,35.137
97379.149,36.590
97576.878,34.159
97775.007,35.493
97973.539,36.943
98172.474,37.284
98371.813,37.359
98571.557,34.571
98771.706,38.044
98972.262,35.389
99173.225,37.675
99374.596,36.639
99576.376,34.446
99778.566,36.136
99981.166,37.219
100184.177,37.608
100387.601,36.395
100591.438,39.064
100795.688,38.218
101000.354,36.189
101205.435,37.793
101410.932,39.679
101616.847,39.715
101823.180,34.606
102029.932,35.082
102237.103,38.933
102444.695,34.857
102652.709,34.427
102861.145,35.758
103070.004,37.201
103279.288,36.358
103488.996,35.474
103699.130,35.429
103909.691,35.361
104120.680,35.086
104332.096,40.137
104543.943,36.956
104756.219,37.891
104968.926,35.683
105182.065,36.161
105395.637,35.310
105609.643,32.202
105824.083,34.232
106038.959,33.533
106254.270,32.824
106470.019,34.504
106686.207,38.529
106902.833,36.331
107119.899,38.460
107337.405,37.046
107555.354,37.633
107773.745,34.932
107992.579,37.205
108211.858,37.526
108431.582,35.430
108651.752,37.241
108872.369,37.244
109093.434,35.452
109314.948,34.528
109536.912,34.423
109759.326,36.449
109982.192,36.827
110205.511,35.028
110429.283,36.332
110653.509,37.195
110878.191,37.264
111103.329,38.751
111328.924,38.304
111554.977,34.652
111781.489,38.941
112008.461,35.390
112235.894,37.905
112463.789,36.335
112692.147,35.559
112920.968,33.319
113150.253,35.930
113380.005,33.703
113610.223,37.738
113840.908,38.610
114072.062,34.901
114303.685,36.653
114535.778,35.002
114768.343,35.150
115001.380,37.388
115234.890,36.080
115468.874,38.918
115703.333,35.356
115938.269,37.719
116173.681,36.269
116409.571,37.379
116645.941,35.384
116882.790,36.013
117120.120,35.900
117357.932,34.740
117596.227,37.130
117835.006,37.104
118074.270,37.006
118314.020,38.509
118554.256,38.362
118794.980,35.436
119036.193,36.625
119277.896,35.024
119520.089,36.052
119762.775,35.048
120005.953,38.592
120249.624,36.575
120493.791,35.637
120738.453,37.889
120983.613,32.499
121229.270,32.743
121475.425,37.231
121722.081,36.048
121969.237,36.345
122216.896,33.815
122465.057,35.893
122713.722,39.128
122962.892,37.234
123212.568,36.180
123462.750,35.199
123713.441,35.263
123964.641,32.481
124216.351,36.293
124468.572,37.226
124721.305,33.345
124974.552,34.801
125228.312,34.000
125482.588,34.301
125737.380,35.924
125992.690,32.496
126248.517,36.807
126504.865,37.023
126761.733,35.408
127019.122,31.834
127277.034,34.202
127535.470,37.762
127794.430,31.337
128053.917,35.219
128313.930,33.880
128574.471,37.048
128835.541,34.673
129097.141,36.393
129359.273,36.644
129621.937,38.670
129885.134,35.401
130148.865,36.320
130413.132,33.335
130677.936,37.609
130943.277,34.480
131209.157,34.793
131475.577,35.648
131742.538,33.176
132010.041,36.035
132278.087,37.210
132546.677,36.124
132815.813,33.106
133085.495,35.443
133355.725,36.821
133626.504,32.622
133897.832,33.900
134169.711,37.015
134442.142,36.038
134715.127,36.258
134988.666,38.567
135262.760,36.334
135537.411,36.630
135812.619,39.908
136088.386,35.221
136364.713,34.280
136641.602,36.234
136919.052,36.245
137197.066,34.692
137475.644,33.876
137754.788,39.217
138034.499,36.037
138314.778,34.335
138595.626,36.965
138877.044,35.318
139159.033,35.081
139441.595,36.378
139724.731,33.405
140008.442,36.029
140292.729,38.518
140577.593,36.196
140863.035,34.842
141149.058,34.625
141435.660,34.773
141722.845,35.016
142010.613,34.811
142298.965,36.874
142587.903,32.628
142877.428,36.773
143167.540,34.780
143458.241,35.983
143749.533,33.570
144041.416,37.492
144333.892,37.352
144626.961,36.887
144920.626,32.921
145214.887,36.664
145509.746,35.979
145805.203,32.755
146101.260,35.278
146397.918,35.893
146695.179,36.192
146993.043,35.579
147291.512,35.754
147590.587,37.639
147890.270,37.236
148190.561,30.680
148491.461,34.752
148792.973,34.990
149095.097,32.443
149397.834,35.390
149701.186,37.230
150005.154,33.487
150309.739,35.756
150614.942,33.746
150920.766,34.129
151227.210,37.561
151534.277,34.322
151841.967,35.922
152150.281,32.182
152459.222,38.148
152768.790,36.126
153078.987,34.863
153389.814,36.068
153701.271,32.885
154013.361,37.026
154326.085,34.608
154639.444,34.793
154953.439,34.326
155268.072,34.176
155583.343,36.210
155899.255,35.501
156215.808,36.127
156533.004,35.063
156850.843,35.891
157169.329,34.393
157488.461,38.624
157808.241,32.540
158128.670,37.059
158449.750,37.223
158771.482,33.664
159093.867,38.588
159416.907,36.606
159740.602,36.560
160064.955,35.044
160389.967,34.645
160715.638,34.650
161041.971,35.603
161368.966,37.213
161696.626,35.254
162024.950,33.499
162353.942,36.269
162683.601,36.417
163013.930,35.984
163344.929,36.122
163676.601,34.489
164008.946,33.429
164341.965,33.519
164675.661,32.284
165010.035,35.273
165345.088,34.754
165680.820,34.177
166017.235,30.146
166354.333,32.874
166692.115,36.658
167030.583,33.798
167369.738,35.436
167709.582,32.635
168050.116,37.166
168391.341,34.644
168733.259,35.356
169075.872,38.641
169419.180,37.388
169763.185,34.532
170107.889,34.160
170453.293,34.707
170799.398,36.205
171146.206,35.436
171493.718,35.253
171841.935,38.594
172190.860,36.522
172540.493,40.956
172890.836,38.126
173241.891,41.691
173593.658,40.424
173946.139,42.589
174299.337,41.273
174653.251,42.643
175007.884,46.509
175363.237,49.299
175719.312,49.883
176076.110,49.991
176433.632,52.193
176791.880,54.450
177150.855,56.255
177510.560,61.534
177870.995,65.296
178232.161,65.408
178594.061,63.481
178956.696,68.138
179320.067,69.160
179684.176,73.349
180049.025,67.814
180414.614,69.241
180780.945,71.896
181148.021,68.792
181515.841,67.522
181884.409,65.045
182253.725,63.381
182623.790,61.903
182994.608,57.047
183366.178,57.374
183738.502,51.401
184111.583,51.808
184485.421,49.355
184860.019,46.007
185235.376,45.046
185611.496,42.357
185988.380,40.100
186366.029,39.902
186744.445,37.540
187123.629,38.836
187503.583,35.654
187884.309,37.953
188265.808,34.369
188648.081,34.909
189031.130,34.463
189414.958,37.307
189799.564,35.502
190184.952,34.471
190571.122,35.484
190958.076,31.222
191345.816,34.455
191734.343,37.668
192123.660,34.645
192513.766,34.513
192904.665,35.259
193296.358,35.797
193688.845,31.154
194082.130,31.647
194476.214,34.665
194871.097,33.175
195266.782,36.410
195663.271,33.799
196060.565,31.200
196458.666,32.259
196857.574,29.882
197257.293,33.899
197657.824,33.965
198059.168,33.580
198461.326,35.979
198864.302,36.163
199268.095,33.966
199672.709,30.816
200078.144,35.212
200484.402,35.106
200891.485,34.705
201299.395,35.774
201708.133,32.332
202117.701,37.403
202528.100,32.647
202939.333,35.374
203351.401,31.468
203764.305,32.672
204178.048,36.580
204592.631,33.729
205008.056,35.484
205424.325,34.512
205841.438,33.958
206259.399,36.301
206678.208,33.733
207097.868,31.255
207518.380,32.812
207939.745,34.972
208361.966,34.716
208785.045,31.569
209208.983,32.910
